"DateTime","(mm) SWE (SNODAS) at Carrizo, 2015-10-02 to 2019-06-01"
"2017-07-22",0
"2017-07-23",0
"2017-07-24",0
"2017-07-25",0
"2017-07-26",0
"2017-07-27",0
"2017-07-28",0
"2017-07-29",0
"2017-07-30",0
"2017-07-31",0
"2017-08-01",0
"2017-08-02",0
"2017-08-03",0
"2017-08-04",0
"2017-08-05",0
"2017-08-06",0
"2017-08-07",0
"2017-08-08",0
"2017-08-09",0
"2017-08-10",0
"2017-08-11",0
"2017-08-12",0
"2017-08-13",0
"2017-08-14",0
"2017-08-15",0
"2017-08-16",0
"2017-08-17",0
"2017-08-18",0
"2017-08-19",0
"2017-08-20",0
"2017-08-21",0
"2017-08-22",0
"2017-08-23",0
"2017-08-24",0
"2017-08-25",0
"2017-08-26",0
"2017-08-27",0
"2017-08-28",0
"2017-08-29",0
"2017-08-30",0
"2017-08-31",0
"2017-09-01",0
"2017-09-02",0
"2017-09-03",0
"2017-09-04",0
"2017-09-05",0
"2017-09-06",0
"2017-09-07",0
"2017-09-08",0
"2017-09-09",0
"2017-09-10",0
"2017-09-11",0
"2017-09-12",0
"2017-09-13",0
"2017-09-14",0
"2017-09-15",0
"2017-09-16",0
"2017-09-17",0
"2017-09-18",0
"2017-09-19",0
"2017-09-20",0
"2017-09-21",0
"2017-09-22",0
"2017-09-23",0
"2017-09-24",0
"2017-09-25",0
"2017-09-26",0
"2017-09-27",0
"2017-09-28",0
"2017-09-29",0
"2017-09-30",0
"2017-10-01",0
"2017-10-02",0
"2017-10-03",0
"2017-10-04",0
"2017-10-05",0
"2017-10-06",0
"2017-10-07",0
"2017-10-08",0
"2017-10-09",0
"2017-10-10",0
"2017-10-11",0
"2017-10-12",0
"2017-10-13",0
"2017-10-14",0
"2017-10-15",0
"2017-10-16",0
"2017-10-17",0
"2017-10-18",0
"2017-10-19",0
"2017-10-20",0
"2017-10-21",0
"2017-10-22",0
"2017-10-23",0
"2017-10-24",0
"2017-10-25",0
"2017-10-26",0
"2017-10-27",0
"2017-10-28",0
"2017-10-29",0
"2017-10-30",0
"2017-10-31",0
"2017-11-01",0
"2017-11-02",0
"2017-11-03",0
"2017-11-04",0
"2017-11-05",0
"2017-11-06",0
"2017-11-07",0
"2017-11-08",0
"2017-11-09",0
"2017-11-10",0
"2017-11-11",0
"2017-11-12",0
"2017-11-13",0
"2017-11-14",0
"2017-11-15",0
"2017-11-16",0
"2017-11-17",0
"2017-11-18",0
"2017-11-19",0
"2017-11-20",0
"2017-11-21",0
"2017-11-22",0
"2017-11-23",0
"2017-11-24",0
"2017-11-25",0
"2017-11-26",0
"2017-11-27",0
"2017-11-28",0
"2017-11-29",0
"2017-11-30",0
"2017-12-01",0
"2017-12-02",0
"2017-12-03",0
"2017-12-04",0
"2017-12-05",0
"2017-12-06",0
"2017-12-07",0
"2017-12-08",0
"2017-12-09",0
"2017-12-10",0
"2017-12-11",0
"2017-12-12",0
"2017-12-13",0
"2017-12-14",0
"2017-12-15",0
"2017-12-16",0
"2017-12-17",0
"2017-12-18",0
"2017-12-19",0
"2017-12-20",0
"2017-12-21",0
"2017-12-22",0
"2017-12-23",0
"2017-12-24",0
"2017-12-25",0
"2017-12-26",0
"2017-12-27",0
"2017-12-28",0
"2017-12-29",0
"2017-12-30",0
"2017-12-31",0
"2018-01-01",0
"2018-01-02",0
"2018-01-03",0
"2018-01-04",0
"2018-01-05",0
"2018-01-06",0
"2018-01-07",0.0778
"2018-01-08",0.5732
"2018-01-09",0.158
"2018-01-10",0
"2018-01-11",6.8185
"2018-01-12",5.4466
"2018-01-13",4.3678
"2018-01-14",3.7787
"2018-01-15",3.1823
"2018-01-16",2.4821
"2018-01-17",2.2029
"2018-01-18",1.643
"2018-01-19",1.0626
"2018-01-20",0
"2018-01-21",3.0326
"2018-01-22",5.2448
"2018-01-23",4.5843
"2018-01-24",6.8159
"2018-01-25",5.7392
"2018-01-26",2.4012
"2018-01-27",1.8777
"2018-01-28",1.5651
"2018-01-29",1.0048
"2018-01-30",0.7619
"2018-01-31",0.4364
"2018-02-01",0.6062
"2018-02-02",0.2571
"2018-02-03",0.0236
"2018-02-04",0
"2018-02-05",0
"2018-02-06",0
"2018-02-07",0.447
"2018-02-08",0
"2018-02-09",0
"2018-02-10",0
"2018-02-11",1.5674
"2018-02-12",0.123
"2018-02-13",0.835
"2018-02-14",0.7123
"2018-02-15",0.7029
"2018-02-16",0.651
"2018-02-17",0.5166
"2018-02-18",0.3161
"2018-02-19",0.1038
"2018-02-20",2.7137
"2018-02-21",2.4279
"2018-02-22",2.0648
"2018-02-23",0.9203
"2018-02-24",3.5861
"2018-02-25",2.5973
"2018-02-26",3.2183
"2018-02-27",0.8196
"2018-02-28",0.2972
"2018-03-01",0.2052
"2018-03-02",0.0991
"2018-03-03",0.0094
"2018-03-04",0
"2018-03-05",0
"2018-03-06",0
"2018-03-07",0
"2018-03-08",0
"2018-03-09",0
"2018-03-10",0
"2018-03-11",0
"2018-03-12",0.4081
"2018-03-13",0.2217
"2018-03-14",0.0024
"2018-03-15",0
"2018-03-16",2.8813
"2018-03-17",1.1288
"2018-03-18",0.0873
"2018-03-19",2.5256
"2018-03-20",1.7485
"2018-03-21",1.1102
"2018-03-22",0.0943
"2018-03-23",0
"2018-03-24",0
"2018-03-25",0
"2018-03-26",0
"2018-03-27",0
"2018-03-28",0
"2018-03-29",0
"2018-03-30",0
"2018-03-31",0
"2018-04-01",0
"2018-04-02",0
"2018-04-03",0
"2018-04-04",0
"2018-04-05",0
"2018-04-06",0
"2018-04-07",0
"2018-04-08",0
"2018-04-09",0
"2018-04-10",0
"2018-04-11",0
"2018-04-12",0
"2018-04-13",0
"2018-04-14",0
"2018-04-15",0
"2018-04-16",0
"2018-04-17",0
"2018-04-18",0
"2018-04-19",0
"2018-04-20",0
"2018-04-21",0
"2018-04-22",0
"2018-04-23",0
"2018-04-24",0
"2018-04-25",0
"2018-04-26",0
"2018-04-27",0
"2018-04-28",0
"2018-04-29",0
"2018-04-30",0
"2018-05-01",0
"2018-05-02",0
"2018-05-03",0.8586
"2018-05-04",1.0543
"2018-05-05",0.0448
"2018-05-06",0
"2018-05-07",0
"2018-05-08",0
"2018-05-09",0
"2018-05-10",0
"2018-05-11",0
"2018-05-12",0
"2018-05-13",0
"2018-05-14",0
"2018-05-15",0
"2018-05-16",0
"2018-05-17",0
"2018-05-18",0
"2018-05-19",0
"2018-05-20",0
"2018-05-21",0
"2018-05-22",0
"2018-05-23",0
"2018-05-24",0
"2018-05-25",0
"2018-05-26",0
"2018-05-27",0
"2018-05-28",0
"2018-05-29",0
"2018-05-30",0
"2018-05-31",0
"2018-06-01",0
"2018-06-02",0
"2018-06-03",0
"2018-06-04",0
"2018-06-05",0
"2018-06-06",0
"2018-06-07",0
"2018-06-08",0
"2018-06-09",0
"2018-06-10",0
"2018-06-11",0
"2018-06-12",0
"2018-06-13",0
"2018-06-14",0
"2018-06-15",0
"2018-06-16",0
"2018-06-17",0
"2018-06-18",0
"2018-06-19",0
"2018-06-20",0
"2018-06-21",0
"2018-06-22",0
"2018-06-23",0
"2018-06-24",0
"2018-06-25",0
"2018-06-26",0
"2018-06-27",0
"2018-06-28",0
"2018-06-29",0
"2018-06-30",0
"2018-07-01",0
"2018-07-02",0
"2018-07-03",0
"2018-07-04",0
"2018-07-05",0
"2018-07-06",0
"2018-07-07",0
"2018-07-08",0
"2018-07-09",0
"2018-07-10",0
"2018-07-11",0
"2018-07-12",0
"2018-07-13",0
"2018-07-14",0
"2018-07-15",0
"2018-07-16",0
"2018-07-17",0
"2018-07-18",0
"2018-07-19",0
"2018-07-20",0
"2018-07-21",0
"2018-07-22",0
"2018-07-23",0
"2018-07-24",0
"2018-07-25",0
"2018-07-26",0
"2018-07-27",0
"2018-07-28",0
"2018-07-29",0
"2018-07-30",0
"2018-07-31",0
"2018-08-01",0
"2018-08-02",0
"2018-08-03",0
"2018-08-04",0
"2018-08-05",0
"2018-08-06",0
"2018-08-07",0
"2018-08-08",0
"2018-08-09",0
"2018-08-10",0
"2018-08-11",0
"2018-08-12",0
"2018-08-13",0
"2018-08-14",0
"2018-08-15",0
"2018-08-16",0
"2018-08-17",0
"2018-08-18",0
"2018-08-19",0
"2018-08-20",0
"2018-08-21",0
"2018-08-22",0
"2018-08-23",0
"2018-08-24",0
"2018-08-25",0
"2018-08-26",0
"2018-08-27",0
"2018-08-28",0
"2018-08-29",0
"2018-08-30",0
"2018-08-31",0
"2018-09-01",0
"2018-09-02",0
"2018-09-03",0
"2018-09-04",0
"2018-09-05",0
"2018-09-06",0
"2018-09-07",0
"2018-09-08",0
"2018-09-09",0
"2018-09-10",0
"2018-09-11",0
"2018-09-12",0
"2018-09-13",0
"2018-09-14",0
"2018-09-15",0
"2018-09-16",0
"2018-09-17",0
"2018-09-18",0
"2018-09-19",0
"2018-09-20",0
"2018-09-21",0
"2018-09-22",0
"2018-09-23",0
"2018-09-24",0
"2018-09-25",0
"2018-09-26",0
"2018-09-27",0
"2018-09-28",0
"2018-09-29",0
"2018-09-30",0
"2018-10-01",0
"2018-10-02",0
"2018-10-03",0
"2018-10-04",0
"2018-10-05",0
"2018-10-06",0
"2018-10-07",0
"2018-10-08",0
"2018-10-09",0
"2018-10-10",0
"2018-10-11",0
"2018-10-12",0
"2018-10-13",0
"2018-10-14",0
"2018-10-15",0
"2018-10-16",0
"2018-10-17",0.9718
"2018-10-18",0.4222
"2018-10-19",0.0118
"2018-10-20",0
"2018-10-21",0
"2018-10-22",0
"2018-10-23",0
"2018-10-24",0
"2018-10-25",0
"2018-10-26",0
"2018-10-27",0
"2018-10-28",0
"2018-10-29",0
"2018-10-30",0
"2018-10-31",0.1085
"2018-11-01",0
"2018-11-02",0
"2018-11-03",0
"2018-11-04",0
"2018-11-05",0
"2018-11-06",0
"2018-11-07",0
"2018-11-08",0
"2018-11-09",0
"2018-11-10",0
"2018-11-11",0
"2018-11-12",0
"2018-11-13",0
"2018-11-14",0
"2018-11-15",0
"2018-11-16",0
"2018-11-17",0
"2018-11-18",0
"2018-11-19",0
"2018-11-20",0
"2018-11-21",0
"2018-11-22",0
"2018-11-23",0.2395
"2018-11-24",0.0283
"2018-11-25",0
"2018-11-26",0
"2018-11-27",0
"2018-11-28",0
"2018-11-29",0
"2018-11-30",0
"2018-12-01",0
"2018-12-02",0
"2018-12-03",0
"2018-12-04",0
"2018-12-05",0
"2018-12-06",0
"2018-12-07",0
"2018-12-08",0
"2018-12-09",0
"2018-12-10",0
"2018-12-11",0
"2018-12-12",0
"2018-12-13",0
"2018-12-14",0
"2018-12-15",0
"2018-12-16",5.0886
"2018-12-17",0
"2018-12-18",0
"2018-12-19",0
"2018-12-20",0
"2018-12-21",0
"2018-12-22",0
"2018-12-23",0
"2018-12-24",0
"2018-12-25",0
"2018-12-26",0
"2018-12-27",0
"2018-12-28",0
"2018-12-29",0
"2018-12-30",0
"2018-12-31",0
"2019-01-01",0
"2019-01-02",0
"2019-01-03",0
"2019-01-04",0
"2019-01-05",0
"2019-01-06",0
"2019-01-07",40.6166
"2019-01-08",41.1597
"2019-01-09",40.8327
"2019-01-10",40.144
"2019-01-11",39.8794
"2019-01-12",39.6867
"2019-01-13",39.6565
"2019-01-14",41.5411
"2019-01-15",39.6289
"2019-01-16",40.5192
"2019-01-17",40.157
"2019-01-18",39.2547
"2019-01-19",46.3957
"2019-01-20",45.0776
"2019-01-21",43.7923
"2019-01-22",42.0723
"2019-01-23",42.8561
"2019-01-24",42.3195
"2019-01-25",41.3753
"2019-01-26",40.5226
"2019-01-27",39.5219
"2019-01-28",38.5981
"2019-01-29",36.6701
"2019-01-30",36.0445
"2019-01-31",35.3967
"2019-02-01",34.4574
"2019-02-02",33.8239
"2019-02-03",31.0393
"2019-02-04",18.4781
"2019-02-05",16.4921
"2019-02-06",15.8552
"2019-02-07",34.6053
"2019-02-08",34.092
"2019-02-09",33.2619
"2019-02-10",30.1421
"2019-02-11",27.5872
"2019-02-12",27.9999
"2019-02-13",27.4058
"2019-02-14",24.6387
"2019-02-15",32.5036
"2019-02-16",24.8537
"2019-02-17",32.6661
"2019-02-18",38.335
"2019-02-19",41.3898
"2019-02-20",50.3389
"2019-02-21",51.6548
"2019-02-22",59.0703
"2019-02-23",70.0589
"2019-02-24",69.4832
"2019-02-25",69.2071
"2019-02-26",68.6309
"2019-02-27",67.2345
"2019-02-28",62.0729
"2019-03-01",51.8169
"2019-03-02",42.5926
"2019-03-03",39.7466
"2019-03-04",39.6758
"2019-03-05",37.5247
"2019-03-06",36.8525
"2019-03-07",32.0619
"2019-03-08",28.4413
"2019-03-09",32.3906
"2019-03-10",30.9277
"2019-03-11",29.866
"2019-03-12",29.8778
"2019-03-13",37.4994
"2019-03-14",47.7889
"2019-03-15",46.9282
"2019-03-16",45.9407
"2019-03-17",43.6024
"2019-03-18",40.9421
"2019-03-19",39.1947
"2019-03-20",37.6992
"2019-03-21",36.1802
"2019-03-22",37.0482
"2019-03-23",37.2582
"2019-03-24",36.0411
"2019-03-25",35.0363
"2019-03-26",39.4114
"2019-03-27",35.7439
"2019-03-28",31.4369
"2019-03-29",27.2242
"2019-03-30",25.8208
"2019-03-31",25.1344
"2019-04-01",24.941
"2019-04-02",24.2617
"2019-04-03",23.4055
"2019-04-04",22.4832
"2019-04-05",21.0986
"2019-04-06",18.9687
"2019-04-07",17.0181
"2019-04-08",14.4589
"2019-04-09",11.2227
"2019-04-10",5.5099
"2019-04-11",5.7581
"2019-04-12",5.0524
"2019-04-13",8.712
"2019-04-14",8.2036
"2019-04-15",5.6279
"2019-04-16",3.5404
"2019-04-17",2.5875
"2019-04-18",1.8964
"2019-04-19",1.085
"2019-04-20",0.5378
"2019-04-21",0.1014
"2019-04-22",0
"2019-04-23",0
"2019-04-24",0
"2019-04-25",0
"2019-04-26",0
"2019-04-27",0
"2019-04-28",0
"2019-04-29",0
"2019-04-30",0
"2019-05-01",0
"2019-05-02",0
"2019-05-03",0
"2019-05-04",0
"2019-05-05",0
"2019-05-06",0
"2019-05-07",0
"2019-05-08",0
"2019-05-09",0
"2019-05-10",0.1297
"2019-05-11",0.8421
"2019-05-12",0.059
"2019-05-13",0
"2019-05-14",0
"2019-05-15",0
"2019-05-16",0
"2019-05-17",0
"2019-05-18",0.1675
"2019-05-19",0.0071
"2019-05-20",0
"2019-05-21",7.0139
"2019-05-22",8.9181
"2019-05-23",7.8899
"2019-05-24",8.772
"2019-05-25",6.2718
"2019-05-26",0.3349
"2019-05-27",0
"2019-05-28",0.0896
"2019-05-29",0
"2019-05-30",0
"2019-05-31",0
"2019-06-01",0