"DateTime","(mm) SWE (SNODAS) at Defiance Plateau, 2009-11-02 to 2011-11-01"
"2009-11-02",0.7716
"2009-11-03",0.0499
"2009-11-04",0
"2009-11-05",0
"2009-11-06",0
"2009-11-07",0
"2009-11-08",0
"2009-11-09",0
"2009-11-10",0
"2009-11-11",0
"2009-11-12",0
"2009-11-13",0
"2009-11-14",0
"2009-11-15",0.7879
"2009-11-16",0.7466
"2009-11-17",0.2113
"2009-11-18",0.0329
"2009-11-19",0.0001
"2009-11-20",0
"2009-11-21",0
"2009-11-22",0
"2009-11-23",0
"2009-11-24",0
"2009-11-25",0
"2009-11-26",0
"2009-11-27",0
"2009-11-28",0
"2009-11-29",0
"2009-11-30",1.3696
"2009-12-01",0.4685
"2009-12-02",0.1305
"2009-12-03",0.0243
"2009-12-04",0.0051
"2009-12-05",0.0007
"2009-12-06",0
"2009-12-07",0
"2009-12-08",16.7696
"2009-12-09",27.3466
"2009-12-10",26.7058
"2009-12-11",26.067
"2009-12-12",25.7623
"2009-12-13",25.2523
"2009-12-14",27.6
"2009-12-15",26.6599
"2009-12-16",25.8257
"2009-12-17",25.0142
"2009-12-18",23.7316
"2009-12-19",22.5227
"2009-12-20",21.814
"2009-12-21",20.8899
"2009-12-22",19.7229
"2009-12-23",29.0378
"2009-12-24",34.6675
"2009-12-25",33.9136
"2009-12-26",33.1967
"2009-12-27",32.5966
"2009-12-28",32.1884
"2009-12-29",31.3155
"2009-12-30",36.7619
"2009-12-31",54.1074
"2010-01-01",56.6345
"2010-01-02",56.0259
"2010-01-03",55.0954
"2010-01-04",54.089
"2010-01-05",53.4626
"2010-01-06",52.7789
"2010-01-07",51.1399
"2010-01-08",49.8102
"2010-01-09",48.5715
"2010-01-10",47.544
"2010-01-11",46.4874
"2010-01-12",45.106
"2010-01-13",43.1703
"2010-01-14",42.648
"2010-01-15",42.8439
"2010-01-16",41.5823
"2010-01-17",40.78
"2010-01-18",39.6968
"2010-01-19",45.5041
"2010-01-20",52.1153
"2010-01-21",62.9515
"2010-01-22",94.2427
"2010-01-23",114.0797
"2010-01-24",121.9868
"2010-01-25",121.4043
"2010-01-26",122.0069
"2010-01-27",121.3373
"2010-01-28",125.3121
"2010-01-29",132.4924
"2010-01-30",132.2824
"2010-01-31",131.9077
"2010-02-01",131.4635
"2010-02-02",130.668
"2010-02-03",129.9608
"2010-02-04",131.8798
"2010-02-05",131.5742
"2010-02-06",120.3295
"2010-02-07",120.2032
"2010-02-08",126.9324
"2010-02-09",129.2756
"2010-02-10",129.8299
"2010-02-11",130.2055
"2010-02-12",129.7462
"2010-02-13",128.9058
"2010-02-14",127.103
"2010-02-15",124.9373
"2010-02-16",123.2508
"2010-02-17",122.343
"2010-02-18",121.655
"2010-02-19",120.2204
"2010-02-20",117.581
"2010-02-21",117.4708
"2010-02-22",126.6485
"2010-02-23",138.4377
"2010-02-24",169.8954
"2010-02-25",170.1138
"2010-02-26",169.4345
"2010-02-27",168.2064
"2010-02-28",166.3424
"2010-03-01",165.3296
"2010-03-02",165.1056
"2010-03-03",163.7398
"2010-03-04",162.5772
"2010-03-05",159.1208
"2010-03-06",158.8136
"2010-03-07",157.0068
"2010-03-08",155.8873
"2010-03-09",155.171
"2010-03-10",161.1146
"2010-03-11",167.8996
"2010-03-12",165.9629
"2010-03-13",163.9414
"2010-03-14",158.1548
"2010-03-15",159.3972
"2010-03-16",158.7206
"2010-03-17",154.8501
"2010-03-18",147.0501
"2010-03-19",134.5386
"2010-03-20",126.4042
"2010-03-21",123.2262
"2010-03-22",117.6827
"2010-03-23",106.7373
"2010-03-24",99.6562
"2010-03-25",96.6985
"2010-03-26",90.2105
"2010-03-27",86.2992
"2010-03-28",83.8808
"2010-03-29",81.0235
"2010-03-30",75.3482
"2010-03-31",50.5401
"2010-04-01",31.3115
"2010-04-02",34.968
"2010-04-03",33.7827
"2010-04-04",28.036
"2010-04-05",20.1133
"2010-04-06",9.7936
"2010-04-07",8.7837
"2010-04-08",8.4457
"2010-04-09",7.6831
"2010-04-10",4.9721
"2010-04-11",2.5763
"2010-04-12",0.744
"2010-04-13",0.0088
"2010-04-14",0.0073
"2010-04-15",0
"2010-04-16",0
"2010-04-17",0
"2010-04-18",0
"2010-04-19",0
"2010-04-20",0
"2010-04-21",0
"2010-04-22",0.149
"2010-04-23",3.8727
"2010-04-24",2.344
"2010-04-25",0
"2010-04-26",0
"2010-04-27",0
"2010-04-28",0
"2010-04-29",0
"2010-04-30",0.306
"2010-05-01",0.5858
"2010-05-02",0
"2010-05-03",11.9169
"2010-05-04",0.258
"2010-05-05",0
"2010-05-06",0
"2010-05-07",0
"2010-05-08",0
"2010-05-09",0
"2010-05-10",0
"2010-05-11",0
"2010-05-12",0
"2010-05-13",0
"2010-05-14",0
"2010-05-15",0
"2010-05-16",0
"2010-05-17",0
"2010-05-18",0
"2010-05-19",0
"2010-05-20",0
"2010-05-21",0
"2010-05-22",0
"2010-05-23",0
"2010-05-24",0
"2010-05-25",0
"2010-05-26",0
"2010-05-27",0
"2010-05-28",0
"2010-05-29",0
"2010-05-30",0
"2010-05-31",0
"2010-06-01",0
"2010-06-02",0
"2010-06-03",0
"2010-06-04",0
"2010-06-05",0
"2010-06-06",0
"2010-06-07",0
"2010-06-08",0
"2010-06-09",0
"2010-06-10",0
"2010-06-11",0
"2010-06-12",0
"2010-06-13",0
"2010-06-14",0
"2010-06-15",0
"2010-06-16",0
"2010-06-17",0
"2010-06-18",0
"2010-06-19",0
"2010-06-20",0
"2010-06-21",0
"2010-06-22",0
"2010-06-23",0
"2010-06-24",0
"2010-06-25",0
"2010-06-26",0
"2010-06-27",0
"2010-06-28",0
"2010-06-29",0
"2010-06-30",0
"2010-07-01",0
"2010-07-02",0
"2010-07-03",0
"2010-07-04",0
"2010-07-05",0
"2010-07-06",0
"2010-07-07",0
"2010-07-08",0
"2010-07-09",0
"2010-07-10",0
"2010-07-11",0
"2010-07-12",0
"2010-07-13",0
"2010-07-14",0
"2010-07-15",0
"2010-07-16",0
"2010-07-17",0
"2010-07-18",0
"2010-07-19",0
"2010-07-20",0
"2010-07-21",0
"2010-07-22",0
"2010-07-23",0
"2010-07-24",0
"2010-07-25",0
"2010-07-26",0
"2010-07-27",0
"2010-07-28",0
"2010-07-29",0
"2010-07-30",0
"2010-07-31",0
"2010-08-01",0
"2010-08-02",0
"2010-08-03",0
"2010-08-04",0
"2010-08-05",0
"2010-08-06",0
"2010-08-07",0
"2010-08-08",0
"2010-08-09",0
"2010-08-10",0
"2010-08-11",0
"2010-08-12",0
"2010-08-13",0
"2010-08-14",0
"2010-08-15",0
"2010-08-16",0
"2010-08-17",0
"2010-08-18",0
"2010-08-19",0
"2010-08-20",0
"2010-08-21",0
"2010-08-22",0
"2010-08-23",0
"2010-08-24",0
"2010-08-25",0
"2010-08-26",0
"2010-08-27",0
"2010-08-28",0
"2010-08-29",0
"2010-08-30",0
"2010-08-31",0
"2010-09-01",0
"2010-09-02",0
"2010-09-03",0
"2010-09-04",0
"2010-09-05",0
"2010-09-06",0
"2010-09-07",0
"2010-09-08",0
"2010-09-09",0
"2010-09-10",0
"2010-09-11",0
"2010-09-12",0
"2010-09-13",0
"2010-09-14",0
"2010-09-15",0
"2010-09-16",0
"2010-09-17",0
"2010-09-18",0
"2010-09-19",0
"2010-09-20",0
"2010-09-21",0
"2010-09-22",0
"2010-09-23",0
"2010-09-24",0
"2010-09-25",0
"2010-09-26",0
"2010-09-27",0
"2010-09-28",0
"2010-09-29",0
"2010-09-30",0
"2010-10-01",0
"2010-10-02",0
"2010-10-03",0
"2010-10-04",0
"2010-10-05",0
"2010-10-06",0
"2010-10-07",0
"2010-10-08",0
"2010-10-09",0
"2010-10-10",0
"2010-10-11",0
"2010-10-12",0
"2010-10-13",0
"2010-10-14",0
"2010-10-15",0
"2010-10-16",0
"2010-10-17",0
"2010-10-18",0
"2010-10-19",0
"2010-10-20",0
"2010-10-21",0
"2010-10-22",0
"2010-10-23",0
"2010-10-24",0
"2010-10-25",0
"2010-10-26",0
"2010-10-27",0
"2010-10-28",0
"2010-10-29",0
"2010-10-30",0
"2010-10-31",0
"2010-11-01",0
"2010-11-02",0
"2010-11-03",0
"2010-11-04",0
"2010-11-05",0
"2010-11-06",0
"2010-11-07",0
"2010-11-08",0
"2010-11-09",0
"2010-11-10",0.0275
"2010-11-11",0
"2010-11-12",0
"2010-11-13",0
"2010-11-14",0
"2010-11-15",0
"2010-11-16",0
"2010-11-17",0
"2010-11-18",0
"2010-11-19",0
"2010-11-20",0
"2010-11-21",0
"2010-11-22",1.2627
"2010-11-23",10.5843
"2010-11-24",9.0744
"2010-11-25",11.1612
"2010-11-26",10.8213
"2010-11-27",9.9942
"2010-11-28",6.9852
"2010-11-29",10.4469
"2010-11-30",11.1668
"2010-12-01",10.1948
"2010-12-02",9.4072
"2010-12-03",3.4999
"2010-12-04",0.5593
"2010-12-05",0.0809
"2010-12-06",0
"2010-12-07",0
"2010-12-08",0
"2010-12-09",0
"2010-12-10",0
"2010-12-11",0
"2010-12-12",0
"2010-12-13",0
"2010-12-14",0
"2010-12-15",0
"2010-12-16",1.0239
"2010-12-17",21.853
"2010-12-18",23.1999
"2010-12-19",34.7815
"2010-12-20",8.2059
"2010-12-21",0.1082
"2010-12-22",0.0146
"2010-12-23",0
"2010-12-24",4.4862
"2010-12-25",4.3343
"2010-12-26",3.3345
"2010-12-27",2.089
"2010-12-28",1.6554
"2010-12-29",1.2086
"2010-12-30",16.6548
"2010-12-31",35.7454
"2011-01-01",36.3387
"2011-01-02",35.9699
"2011-01-03",35.4598
"2011-01-04",34.8227
"2011-01-05",45.3651
"2011-01-06",44.6659
"2011-01-07",43.6662
"2011-01-08",42.9735
"2011-01-09",42.4271
"2011-01-10",41.3741
"2011-01-11",42.4158
"2011-01-12",40.5294
"2011-01-13",39.6348
"2011-01-14",38.6601
"2011-01-15",36.5955
"2011-01-16",34.5908
"2011-01-17",29.1815
"2011-01-18",14.6888
"2011-01-19",12.3396
"2011-01-20",10.0761
"2011-01-21",9.4015
"2011-01-22",8.2971
"2011-01-23",7.2825
"2011-01-24",6.5415
"2011-01-25",5.387
"2011-01-26",4.681
"2011-01-27",4.0868
"2011-01-28",3.2205
"2011-01-29",2.4223
"2011-01-30",1.5852
"2011-01-31",1.2747
"2011-02-01",2.933
"2011-02-02",2.4086
"2011-02-03",3.65
"2011-02-04",2.8096
"2011-02-05",1.525
"2011-02-06",1.0651
"2011-02-07",0.8492
"2011-02-08",0.6897
"2011-02-09",2.9944
"2011-02-10",2.3652
"2011-02-11",1.3459
"2011-02-12",0.8135
"2011-02-13",0.6466
"2011-02-14",0.4055
"2011-02-15",0.0446
"2011-02-16",0.008
"2011-02-17",0
"2011-02-18",0
"2011-02-19",0
"2011-02-20",5.7403
"2011-02-21",12.4786
"2011-02-22",12.234
"2011-02-23",11.3199
"2011-02-24",10.073
"2011-02-25",9.6811
"2011-02-26",7.281
"2011-02-27",3.4354
"2011-02-28",4.8215
"2011-03-01",3.8756
"2011-03-02",0.678
"2011-03-03",0
"2011-03-04",0
"2011-03-05",0
"2011-03-06",0
"2011-03-07",0
"2011-03-08",12.3618
"2011-03-09",16.2542
"2011-03-10",12.4951
"2011-03-11",4.8948
"2011-03-12",0
"2011-03-13",0
"2011-03-14",0
"2011-03-15",0
"2011-03-16",0
"2011-03-17",0
"2011-03-18",0
"2011-03-19",0
"2011-03-20",0
"2011-03-21",0
"2011-03-22",2.8361
"2011-03-23",6.5446
"2011-03-24",2.2815
"2011-03-25",0.1243
"2011-03-26",0
"2011-03-27",0
"2011-03-28",0
"2011-03-29",0
"2011-03-30",0
"2011-03-31",0
"2011-04-01",0
"2011-04-02",0
"2011-04-03",0
"2011-04-04",0
"2011-04-05",0
"2011-04-06",0
"2011-04-07",0
"2011-04-08",0
"2011-04-09",0
"2011-04-10",3.9027
"2011-04-11",2.9759
"2011-04-12",0
"2011-04-13",0
"2011-04-14",0
"2011-04-15",0
"2011-04-16",0
"2011-04-17",0
"2011-04-18",0
"2011-04-19",0
"2011-04-20",0
"2011-04-21",0
"2011-04-22",0
"2011-04-23",0
"2011-04-24",0
"2011-04-25",0
"2011-04-26",0
"2011-04-27",0
"2011-04-28",0
"2011-04-29",0
"2011-04-30",0
"2011-05-01",0
"2011-05-02",0
"2011-05-03",0
"2011-05-04",0
"2011-05-05",0
"2011-05-06",0
"2011-05-07",0
"2011-05-08",0
"2011-05-09",0
"2011-05-10",0
"2011-05-11",0.0622
"2011-05-12",0
"2011-05-13",0
"2011-05-14",0
"2011-05-15",0
"2011-05-16",0
"2011-05-17",0
"2011-05-18",0
"2011-05-19",3.6406
"2011-05-20",0.8127
"2011-05-21",0
"2011-05-22",0
"2011-05-23",0
"2011-05-24",0
"2011-05-25",0
"2011-05-26",0
"2011-05-27",0
"2011-05-28",0
"2011-05-29",0
"2011-05-30",0
"2011-05-31",0
"2011-06-01",0
"2011-06-02",0
"2011-06-03",0
"2011-06-04",0
"2011-06-05",0
"2011-06-06",0
"2011-06-07",0
"2011-06-08",0
"2011-06-09",0
"2011-06-10",0
"2011-06-11",0
"2011-06-12",0
"2011-06-13",0
"2011-06-14",0
"2011-06-15",0
"2011-06-16",0
"2011-06-17",0
"2011-06-18",0
"2011-06-19",0
"2011-06-20",0
"2011-06-21",0
"2011-06-22",0
"2011-06-23",0
"2011-06-24",0
"2011-06-25",0
"2011-06-26",0
"2011-06-27",0
"2011-06-28",0
"2011-06-29",0
"2011-06-30",0
"2011-07-01",0
"2011-07-02",0
"2011-07-03",0
"2011-07-04",0
"2011-07-05",0
"2011-07-06",0
"2011-07-07",0
"2011-07-08",0
"2011-07-09",0
"2011-07-10",0
"2011-07-11",0
"2011-07-12",0
"2011-07-13",0
"2011-07-14",0
"2011-07-15",0
"2011-07-16",0
"2011-07-17",0
"2011-07-18",0
"2011-07-19",0
"2011-07-20",0
"2011-07-21",0
"2011-07-22",0
"2011-07-23",0
"2011-07-24",0
"2011-07-25",0
"2011-07-26",0
"2011-07-27",0
"2011-07-28",0
"2011-07-29",0
"2011-07-30",0
"2011-07-31",0
"2011-08-01",0
"2011-08-02",0
"2011-08-03",0
"2011-08-04",0
"2011-08-05",0
"2011-08-06",0
"2011-08-07",0
"2011-08-08",0
"2011-08-09",0
"2011-08-10",0
"2011-08-11",0
"2011-08-12",0
"2011-08-13",0
"2011-08-14",0
"2011-08-15",0
"2011-08-16",0
"2011-08-17",0
"2011-08-18",0
"2011-08-19",0
"2011-08-20",0
"2011-08-21",0
"2011-08-22",0
"2011-08-23",0
"2011-08-24",0
"2011-08-25",0
"2011-08-26",0
"2011-08-27",0
"2011-08-28",0
"2011-08-29",0
"2011-08-30",0
"2011-08-31",0
"2011-09-01",0
"2011-09-02",0
"2011-09-03",0
"2011-09-04",0
"2011-09-05",0
"2011-09-06",0
"2011-09-07",0
"2011-09-08",0
"2011-09-09",0
"2011-09-10",0
"2011-09-11",0
"2011-09-12",0
"2011-09-13",0
"2011-09-14",0
"2011-09-15",0
"2011-09-16",0
"2011-09-17",0
"2011-09-18",0
"2011-09-19",0
"2011-09-20",0
"2011-09-21",0
"2011-09-22",0
"2011-09-23",0
"2011-09-24",0
"2011-09-25",0
"2011-09-26",0
"2011-09-27",0
"2011-09-28",0
"2011-09-29",0
"2011-09-30",0
"2011-10-01",0
"2011-10-02",0
"2011-10-03",0
"2011-10-04",0
"2011-10-05",0
"2011-10-06",0
"2011-10-07",0
"2011-10-08",0
"2011-10-09",0
"2011-10-10",0
"2011-10-11",0
"2011-10-12",0
"2011-10-13",0
"2011-10-14",0
"2011-10-15",0
"2011-10-16",0
"2011-10-17",0
"2011-10-18",0
"2011-10-19",0
"2011-10-20",0
"2011-10-21",0
"2011-10-22",0
"2011-10-23",0
"2011-10-24",0
"2011-10-25",0
"2011-10-26",0
"2011-10-27",0.065
"2011-10-28",0
"2011-10-29",0
"2011-10-30",0
"2011-10-31",0
"2011-11-01",0